,State,County,City,Hospital,Location,Patient Rating,Completed Surveys,Survey Response Rate (%),Deaths,Population,Crude Rate,Age Adjusted Rate,% of Total Deaths
1797,ME,AROOSTOOK,CARIBOU,CARY MEDICAL CENTER,"163 VAN BUREN RD, SUITE 1
CARIBOU, ME
(46.878237, -68.009639)",4,265,26,886,67959,1303.73,817.37,0.03
1798,ME,AROOSTOOK,FORT KENT,NORTHERN MAINE MEDICAL CENTER,"194 E MAIN STREET
FORT KENT, ME
(47.265068, -68.591177)",4,304,40,886,67959,1303.73,817.37,0.03
1799,ME,AROOSTOOK,HOULTON,HOULTON REGIONAL HOSPITAL,"20 HARTFORD STREET
HOULTON, ME
(46.132962, -67.842644)",4,193,26,886,67959,1303.73,817.37,0.03
1800,ME,PENOBSCOT,BANGOR,EASTERN MAINE MEDICAL CENTER,"PO BOX 404
BANGOR, ME
",3,1916,28,1657,151806,1091.52,812.27,0.06
1801,ME,PENOBSCOT,MILLINOCKET,MILLINOCKET REGIONAL HOSPITAL,"200 SOMERSET STREET
MILLINOCKET, ME
(45.652729, -68.715076)",5,207,35,1657,151806,1091.52,812.27,0.06
1802,ME,PENOBSCOT,BANGOR,ST JOSEPH HOSPITAL,"360 BROADWAY
BANGOR, ME
(44.81453, -68.77126)",4,710,33,1657,151806,1091.52,812.27,0.06
1803,MD,BALTIMORE CITY,BALTIMORE,SAINT AGNES HOSPITAL,"900 CATON AVENUE
BALTIMORE, MD
",2,2167,32,6649,614664,1081.73,1039.61,0.24
1804,MD,BALTIMORE CITY,BALTIMORE,"JOHNS HOPKINS HOSPITAL, THE","600 NORTH WOLFE STREET
BALTIMORE, MD
(39.297502, -76.590807)",3,3119,21,6649,614664,1081.73,1039.61,0.24
1805,MD,BALTIMORE CITY,BALTIMORE,SINAI HOSPITAL OF BALTIMORE,"2401 WEST BELVEDERE AVENUE
BALTIMORE, MD
(39.354645, -76.66233)",3,657,17,6649,614664,1081.73,1039.61,0.24
1806,MD,BALTIMORE CITY,BALTIMORE,MERCY MEDICAL CENTER INC,"301 SAINT PAUL PLACE
BALTIMORE, MD
(39.29255, -76.61355)",4,816,27,6649,614664,1081.73,1039.61,0.24
1807,MD,BALTIMORE CITY,BALTIMORE,BON SECOURS HOSPITAL,"2000 W BALTIMORE STREET
BALTIMORE, MD
(39.288027, -76.648633)",2,222,15,6649,614664,1081.73,1039.61,0.24
1808,MD,BALTIMORE CITY,BALTIMORE,UNIVERSITY OF MARYLAND MEDICAL CENTER,"22 SOUTH GREENE STREET
BALTIMORE, MD
(39.28747, -76.623577)",3,718,17,6649,614664,1081.73,1039.61,0.24
1809,MD,BALTIMORE CITY,BALTIMORE,MEDSTAR HARBOR HOSPITAL,"3001 SOUTH HANOVER STREET
BALTIMORE, MD
(39.251349, -76.615048)",2,583,24,6649,614664,1081.73,1039.61,0.24
1810,MD,BALTIMORE CITY,BALTIMORE,UNIVERSITY OF MD MEDICAL CENTER MIDTOWN CAMPUS,"827 LINDEN AVENUE
BALTIMORE, MD
(39.300389, -76.62086)",2,348,18,6649,614664,1081.73,1039.61,0.24
1811,MD,BALTIMORE CITY,BALTIMORE,MEDSTAR UNION MEMORIAL HOSPITAL,"201 EAST UNIVERSITY PARKWAY
BALTIMORE, MD
(39.330382, -76.61438)",3,534,29,6649,614664,1081.73,1039.61,0.24
1812,MD,BALTIMORE CITY,BALTIMORE,JOHNS HOPKINS BAYVIEW MEDICAL CENTER,"4940 EASTERN AVENUE
BALTIMORE, MD
(39.287285, -76.552134)",2,1175,20,6649,614664,1081.73,1039.61,0.24
1813,MD,BALTIMORE CITY,BALTIMORE,MEDSTAR GOOD SAMARITAN HOSPITAL,"5601 LOCH RAVEN BOULEVARD
BALTIMORE, MD
(39.359301, -76.588684)",2,406,22,6649,614664,1081.73,1039.61,0.24
1814,MA,ESSEX,LAWRENCE,LAWRENCE GENERAL HOSPITAL,"ONE GENERAL STREET
LAWRENCE, MA
",2,954,19,6692,779018,859.03,665.18,0.24
1815,MA,ESSEX,BEVERLY,BEVERLY HOSPITAL CORPORATION,"85 HERRICK STREET
BEVERLY, MA
(42.567592, -70.876201)",3,1334,25,6692,779018,859.03,665.18,0.24
1816,MA,ESSEX,NEWBURYPORT,ANNA JAQUES HOSPITAL,"25 HIGHLAND AVENUE
NEWBURYPORT, MA
(42.814606, -70.890227)",4,977,30,6692,779018,859.03,665.18,0.24
1817,MA,ESSEX,SALEM,NORTH SHORE MEDICAL CENTER -,"81 HIGHLAND AVENUE
SALEM, MA
(42.51204, -70.908564)",3,2039,22,6692,779018,859.03,665.18,0.24
1818,MA,ESSEX,METHUEN,HOLY FAMILY HOSPITAL,"70 EAST STREET
METHUEN, MA
(42.725539, -71.165979)",3,915,24,6692,779018,859.03,665.18,0.24
1819,MA,MIDDLESEX,BURLINGTON,"LAHEY HOSPITAL & MEDICAL CENTER, BURLINGTON","41 &amp; 45 MALL ROAD
BURLINGTON, MA
",3,2521,31,11476,1589774,721.86,605.52,0.42
1820,MA,MIDDLESEX,CAMBRIDGE,MOUNT AUBURN HOSPITAL,"330 MOUNT AUBURN STREET
CAMBRIDGE, MA
(42.374924, -71.134209)",4,2292,27,11476,1589774,721.86,605.52,0.42
1821,MA,MIDDLESEX,CAMBRIDGE,CAMBRIDGE HEALTH ALLIANCE,"1493 CAMBRIDGE STREET
CAMBRIDGE, MA
(42.374181, -71.104413)",3,613,13,11476,1589774,721.86,605.52,0.42
1822,MA,MIDDLESEX,MARLBOROUGH,MARLBOROUGH HOSPITAL,"157 UNION STREET
MARLBOROUGH, MA
(42.354317, -71.553864)",2,367,26,11476,1589774,721.86,605.52,0.42
1823,MA,MIDDLESEX,LOWELL,LOWELL GENERAL HOSPITAL,"295 VARNUM AVENUE
LOWELL, MA
(42.646493, -71.340573)",3,1933,22,11476,1589774,721.86,605.52,0.42
1824,MA,MIDDLESEX,W CONCORD,EMERSON HOSPITAL -,"133 OLD ROAD TO 9 ACRE CORNER
W CONCORD, MA
(42.452628, -71.377231)",4,808,31,11476,1589774,721.86,605.52,0.42
1825,MA,MIDDLESEX,MELROSE,HALLMARK HEALTH SYSTEM,"585 LEBANON STREET
MELROSE, MA
(42.460278, -71.061993)",3,1382,25,11476,1589774,721.86,605.52,0.42
1826,MA,MIDDLESEX,NEWTON,NEWTON-WELLESLEY HOSPITAL,"2014 WASHINGTON STREET
NEWTON, MA
(42.332339, -71.246592)",4,400,30,11476,1589774,721.86,605.52,0.42
1827,MA,MIDDLESEX,WINCHESTER,WINCHESTER HOSPITAL,"41 HIGHLAND AVENUE
WINCHESTER, MA
(42.465496, -71.121408)",4,1016,31,11476,1589774,721.86,605.52,0.42
1828,MA,MIDDLESEX,AYER,NASHOBA VALLEY MEDICAL CENTER,"200 GROTON ROAD
AYER, MA
(42.576412, -71.573053)",3,268,27,11476,1589774,721.86,605.52,0.42
1829,MA,MIDDLESEX,FRAMINGHAM,METROWEST MEDICAL CENTER,"115 LINCOLN STREET
FRAMINGHAM, MA
(42.28427, -71.419754)",3,1278,27,11476,1589774,721.86,605.52,0.42
1830,MA,DUKES,OAK BLUFFS,MARTHA'S VINEYARD HOSPITAL INC,"ONE HOSPITAL ROAD, FIRST FL, WING 5, PO BOX 1477
OAK BLUFFS, MA
",4,175,23,156,17246,904.56,620.59,0.01
1831,MI,BAY,BAY CITY,MCLAREN BAY REGION,"1900 COLUMBUS AVE
BAY CITY, MI
(43.589392, -83.868089)",3,889,38,1285,104747,1226.77,847.35,0.05
1832,MI,MASON,LUDINGTON,SPECTRUM HEALTH LUDINGTON HOSPITAL,"ONE N ATKINSON DRIVE
LUDINGTON, MI
",4,518,32,338,28876,1170.52,763.86,0.01
1833,MI,GENESEE,FLINT,HURLEY MEDICAL CENTER,"ONE HURLEY PLAZA
FLINT, MI
",2,1555,16,4516,408615,1105.2,899.73,0.16
1834,MI,GENESEE,GRAND BLANC,GENESYS REGIONAL MEDICAL CENTER - HEALTH PARK,"ONE GENESYS PARKWAY
GRAND BLANC, MI
",3,3137,37,4516,408615,1105.2,899.73,0.16
1835,MI,GENESEE,FLINT,MCLAREN FLINT,"401 S BALLENGER HIGHWAY
FLINT, MI
(43.014187, -83.733578)",3,946,28,4516,408615,1105.2,899.73,0.16
1836,MI,OAKLAND,TROY,"BEAUMONT HOSPITAL, TROY","44201 DEQUINDRE ROAD
TROY, MI
",4,932,34,10516,1243970,845.36,679.71,0.38
1837,MI,OAKLAND,COMMERCE TOWNSHIP,HURON VALLEY-SINAI HOSPITAL,"ONE WILLIAM CARLS DRIVE
COMMERCE TOWNSHIP, MI
",3,803,25,10516,1243970,845.36,679.71,0.38
1838,MI,OAKLAND,SOUTHFIELD,PROVIDENCE - PROVIDENCE PARK HOSPITAL,"16001 W NINE MILE RD
SOUTHFIELD, MI
(42.459196, -83.205163)",3,2189,34,10516,1243970,845.36,679.71,0.38
1839,MI,OAKLAND,PONTIAC,PONTIAC GENERAL HOSPITAL,"461 W HURON ST
PONTIAC, MI
(42.635679, -83.309475)",2,171,24,10516,1243970,845.36,679.71,0.38
1840,MI,OAKLAND,PONTIAC,ST JOSEPH MERCY OAKLAND,"44405 WOODWARD AVE
PONTIAC, MI
(42.614943, -83.2751)",3,3021,30,10516,1243970,845.36,679.71,0.38
1841,MI,OAKLAND,ROYAL OAK,"BEAUMONT HOSPITAL, ROYAL OAK","3601 W THIRTEEN MILE RD
ROYAL OAK, MI
(42.517687, -83.192142)",3,1256,30,10516,1243970,845.36,679.71,0.38
1842,MI,OAKLAND,FARMINGTON HILLS,BEAUMONT HOSPITAL - FARMINGTON HILLS,"28050 GRAND RIVER AVENUE
FARMINGTON HILLS, MI
(42.44363, -83.324789)",3,741,21,10516,1243970,845.36,679.71,0.38
1843,MI,OAKLAND,PONTIAC,MCLAREN OAKLAND,"50 NORTH PERRY
PONTIAC, MI
(42.638394, -83.291095)",3,706,21,10516,1243970,845.36,679.71,0.38
1844,MI,OAKLAND,ROCHESTER,ASCENSION CRITTENTON HOSPITAL,"1101 W UNIVERSITY DRIVE
ROCHESTER, MI
(42.680882, -83.149228)",3,1268,38,10516,1243970,845.36,679.71,0.38
1845,MI,OAKLAND,WEST BLOOMFIELD,HENRY FORD WEST BLOOMFIELD HOSPITAL,"6777 WEST MAPLE ROAD
WEST BLOOMFIELD, MI
(42.541451, -83.409433)",4,692,29,10516,1243970,845.36,679.71,0.38
1846,MI,OAKLAND,SOUTHFIELD,OAKLAND REGIONAL HOSPITAL,"22401 FOSTER WINTER DRIVE
SOUTHFIELD, MI
(42.457316, -83.202675)",3,110,36,10516,1243970,845.36,679.71,0.38
1847,MI,WAYNE,DETROIT,DETROIT RECEIVING HOSPITAL & UNIV HEALTH CENTER,"4201 ST ANTOINE ST - 3M
DETROIT, MI
",2,752,22,18359,1749366,1049.47,914.44,0.67
1848,MI,WAYNE,DETROIT,SINAI-GRACE HOSPITAL,"6071 W OUTER DRIVE
DETROIT, MI
(42.420102, -83.181471)",2,1025,23,18359,1749366,1049.47,914.44,0.67
1849,MI,WAYNE,LIVONIA,ST MARY MERCY HOSPITAL,"36475 FIVE MILE ROAD
LIVONIA, MI
(42.39657, -83.404577)",3,2324,29,18359,1749366,1049.47,914.44,0.67
1850,MI,WAYNE,DEARBORN,BEAUMONT HOSPITAL - DEARBORN,"18101 OAKWOOD BLVD
DEARBORN, MI
(42.291912, -83.211951)",3,518,24,18359,1749366,1049.47,914.44,0.67
1851,MI,WAYNE,DETROIT,HENRY FORD HOSPITAL,"2799 W GRAND BLVD
DETROIT, MI
(42.366114, -83.084592)",3,943,18,18359,1749366,1049.47,914.44,0.67
1852,MI,WAYNE,GROSSE POINTE,"BEAUMONT HOSPITAL, GROSSE POINTE","468 CADIEUX RD
GROSSE POINTE, MI
(42.384197, -82.915386)",4,546,26,18359,1749366,1049.47,914.44,0.67
1853,MI,WAYNE,DETROIT,HARPER UNIVERSITY HOSPITAL,"3990 JOHN R STREET
DETROIT, MI
(42.351375, -83.057892)",3,1115,24,18359,1749366,1049.47,914.44,0.67
1854,MI,WAYNE,WYANDOTTE,HENRY FORD WYANDOTTE HOSPITAL,"2333 BIDDLE AVE
WYANDOTTE, MI
(42.209694, -83.148776)",2,461,22,18359,1749366,1049.47,914.44,0.67
1855,MI,WAYNE,WAYNE,BEAUMONT HOSPITAL - WAYNE,"33155 ANNAPOLIS AVE
WAYNE, MI
(42.274275, -83.365625)",2,427,17,18359,1749366,1049.47,914.44,0.67
1856,MI,WAYNE,DETROIT,ST JOHN HOSPITAL AND MEDICAL CENTER,"22101 MOROSS RD
DETROIT, MI
(42.419011, -82.915008)",3,1388,30,18359,1749366,1049.47,914.44,0.67
1857,MI,WAYNE,TRENTON,BEAUMONT HOSPITAL - TRENTON,"5450 FORT STREET
TRENTON, MI
(42.115786, -83.211814)",3,497,29,18359,1749366,1049.47,914.44,0.67
1858,MI,WAYNE,GARDEN CITY,GARDEN CITY HOSPITAL,"6245 INKSTER RD
GARDEN CITY, MI
(42.332356, -83.311771)",3,376,23,18359,1749366,1049.47,914.44,0.67
1859,MI,WAYNE,DETROIT,KARMANOS CANCER CENTER,"4100 JOHN R
DETROIT, MI
(42.35189, -83.058192)",4,544,22,18359,1749366,1049.47,914.44,0.67
1860,MI,WAYNE,TAYLOR,BEAUMONT HOSPITAL - TAYLOR,"10000 TELEGRAPH ROAD
TAYLOR, MI
(42.233501, -83.269667)",3,584,24,18359,1749366,1049.47,914.44,0.67
1861,MI,CHARLEVOIX,CHARLEVOIX,MUNSON HEALTHCARE CHARLEVOIX HOSPITAL,"14700 LAKESHORE DRIVE
CHARLEVOIX, MI
",4,283,37,266,26174,1016.28,661.35,0.01
1862,MI,OSCEOLA,REED CITY,SPECTRUM HEALTH REED CITY HOSPITAL,"300 N PATTERSON, PO BOX 75
REED CITY, MI
",4,142,30,243,23110,1051.49,770.64,0.01
1863,MN,RENVILLE,OLIVIA,RENVILLE COUNTY HOSPITAL AND CLINICS,"100 HEALTHY WAY
OLIVIA, MN
",5,113,45,189,14660,1289.22,764.37,0.01
1864,MN,MILLE LACS,ONAMIA,MILLE LACS HEALTH SYSTEM,"200 NORTH ELM STREET
ONAMIA, MN
(46.072467, -93.661823)",4,120,27,334,25866,1291.27,920.91,0.01
1865,MS,UNION,NEW ALBANY,BAPTIST MEMORIAL HOSPITAL UNION COUNTY,"200 HWY 30 WEST
NEW ALBANY, MS
",4,348,16,328,28311,1158.56,982.02,0.01
1866,MS,LINCOLN,BROOKHAVEN,KING'S DAUGHTERS MEDICAL CENTER-BROOKHAVEN,"P O BOX 948/427 HIGHWAY 51 NORTH
BROOKHAVEN, MS
",4,496,31,401,34523,1161.54,970.93,0.01
1867,MS,CLAY,WEST POINT,CLAY COUNTY MEDICAL CENTER,"150 MEDICAL CENTER DR
WEST POINT, MS
(33.618616, -88.661549)",4,112,13,236,19850,1188.92,924.95,0.01
1868,MS,ADAMS,NATCHEZ,MERIT HEALTH NATCHEZ,"52 SERGEANT PRENTISS DRIVE
NATCHEZ, MS
",3,660,23,416,31248,1331.29,991.56,0.02
1869,MO,ADAIR,KIRKSVILLE,NORTHEAST REGIONAL MEDICAL CENTER,"315 S OSTEOPATHY
KIRKSVILLE, MO
(40.192482, -92.590847)",4,560,33,209,25359,824.16,755.26,0.01
1870,MO,SALINE,MARSHALL,FITZGIBBON HOSPITAL,"2305 S 65 HIGHWAY
MARSHALL, MO
",4,332,33,255,22980,1109.66,792.15,0.01
1871,MT,LEWIS AND CLARK,HELENA,ST PETER'S HOSPITAL,"2475 BROADWAY
HELENA, MT
",4,1106,30,579,67282,860.56,676.31,0.02
1872,NE,SCOTTS BLUFF,SCOTTSBLUFF,REGIONAL WEST MEDICAL CENTER,"4021 AVE B
SCOTTSBLUFF, NE
(41.885055, -103.665837)",3,598,24,383,36422,1051.56,749.67,0.01
1873,NE,FILLMORE,GENEVA,FILLMORE COUNTY HOSPITAL,"P O BOX 193, 1900 F STREET
GENEVA, NE
",5,143,47,83,5720,1451.05,726.25,0.0
1874,NE,NUCKOLLS,SUPERIOR,BRODSTONE MEMORIAL HOSP,"P O BOX 187, 520 EAST 10TH ST
SUPERIOR, NE
",5,157,46,59,4265,1383.35,662.09,0.0
1875,NE,BOONE,ALBION,BOONE COUNTY HEALTH CENTER,"P O BOX 151, 723 WEST FAIRVIEW ST
ALBION, NE
",5,163,49,57,5332,1069.02,570.47,0.0
1876,NE,YORK,YORK,YORK GENERAL HOSPITAL,"2222 LINCOLN AVE
YORK, NE
",4,233,36,188,13794,1362.91,874.12,0.01
1877,NE,CHERRY,VALENTINE,CHERRY COUNTY HOSPITAL,"P O BOX 410, 510 NORTH GREEN ST
VALENTINE, NE
",3,121,24,61,5832,1045.95,601.44,0.0
1878,NE,THURSTON,PENDER,PENDER COMMUNITY HOSPITAL,"P O BOX 100, 100 HOSPITAL DRIVE
PENDER, NE
",5,110,38,85,7127,1192.65,1178.69,0.0
1879,NE,RICHARDSON,FALLS CITY,"COMMUNITY MEDICAL CENTER, INC","P O BOX 399, 3307 BARADA ST
FALLS CITY, NE
",5,144,35,115,8060,1426.8,699.9,0.0
1880,NE,BOX BUTTE,ALLIANCE,BOX BUTTE GENERAL HOSPITAL,"P O BOX 810, 2101 BOX BUTTE AVE
ALLIANCE, NE
",4,145,29,112,11194,1000.54,715.81,0.0
1881,NE,DAWSON,LEXINGTON,LEXINGTON REGIONAL HEALTH CENTER,"P O BOX 980, 1201 NORTH ERIE ST
LEXINGTON, NE
",4,132,33,185,23640,782.57,654.06,0.01
1882,NE,RED WILLOW,MCCOOK,COMMUNITY HOSPITAL,"P O BOX 1328, 1301 EAST H ST
MCCOOK, NE
",4,233,36,149,10722,1389.67,876.59,0.01
1883,NE,GAGE,BEATRICE,"BEATRICE COMMUNITY HOSPITAL & HEALTH CENTER, INC","P O BOX 278, 4800 HOSPITAL PARKWAY
BEATRICE, NE
",5,243,34,285,21799,1307.4,793.59,0.01
1884,NV,DOUGLAS,GARDNERVILLE,CARSON VALLEY MEDICAL CENTER,"1107 HIGHWAY 395
GARDNERVILLE, NV
",4,201,28,452,48020,941.27,553.55,0.02
1885,NJ,CAPE MAY,CAPE MAY COURT HOUSE,CAPE REGIONAL MEDICAL CENTER INC,"TWO STONE HARBOR BLVD
CAPE MAY COURT HOUSE, NJ
",3,944,29,1274,94430,1349.15,798.33,0.05
1886,NM,LUNA,DEMING,MIMBRES MEMORIAL HOSPITAL,"900 W ASH
DEMING, NM
",3,227,26,303,24450,1239.26,879.83,0.01
1887,NY,OTSEGO,ONEONTA,AURELIA OSBORN FOX MEMORIAL HOSPITAL,"ONE NORTON AVENUE
ONEONTA, NY
",3,414,29,583,60097,970.1,674.75,0.02
1888,NY,OTSEGO,COOPERSTOWN,MARY IMOGENE BASSETT HOSPITAL,"ONE ATWELL ROAD
COOPERSTOWN, NY
",3,1052,26,583,60097,970.1,674.75,0.02
1889,NY,SULLIVAN,HARRIS,CATSKILL REGIONAL MEDICAL CENTER,"68 HARRIS BUSHVILLE ROAD
HARRIS, NY
",3,290,16,770,74801,1029.4,828.53,0.03
1890,NC,GASTON,GASTONIA,CAROMONT REGIONAL MEDICAL CENTER,"2525 COURT DR
GASTONIA, NC
(35.274593, -81.143023)",3,2076,25,2289,216965,1055.01,925.66,0.08
1891,NC,GRANVILLE,OXFORD,GRANVILLE HEALTH SYSTEMS,"COLLEGE ST BOX 947
OXFORD, NC
",3,339,23,533,59031,902.92,753.03,0.02
1892,NC,VANCE,HENDERSON,MARIA PARHAM MEDICAL CENTER,"PO BOX 59
HENDERSON, NC
",2,589,29,545,44244,1231.81,985.01,0.02
1893,NC,POLK,COLUMBUS,ST LUKES HOSPITAL,"101 HOSPITAL DRIVE
COLUMBUS, NC
(35.241833, -82.213646)",5,330,36,299,20334,1470.44,686.64,0.01
1894,ND,GRAND FORKS,GRAND FORKS,ALTRU HOSPITAL,"1200 S COLUMBIA RD
GRAND FORKS, ND
",3,2378,32,491,71083,690.74,712.79,0.02
1895,OH,WARREN,FRANKLIN,ATRIUM MEDICAL CENTER,"ONE MEDICAL CENTER DRIVE
FRANKLIN, OH
",3,487,20,1766,227063,777.76,739.45,0.06
1896,OH,LAKE,CONCORD,LAKE HEALTH,"7590 AUBURN ROAD
CONCORD, OH
",3,1928,31,2535,228614,1108.86,787.63,0.09
1897,OK,PITTSBURG,MCALESTER,MCALESTER REGIONAL HEALTH CENTER AUTHORITY,"ONE CLARK BASS BOULEVARD
MCALESTER, OK
",2,670,20,591,44173,1337.92,1028.59,0.02
1898,OK,GRADY,CHICKASHA,GRADY MEMORIAL HOSPITAL,"2220 IOWA STREET
CHICKASHA, OK
",3,175,27,542,54655,991.68,888.71,0.02
1899,OK,SEMINOLE,SEMINOLE,ALLIANCEHEALTH SEMINOLE,"2401 WRANGLER BOULEVARD
SEMINOLE, OK
(35.246464, -96.699013)",4,113,28,328,25207,1301.23,1028.51,0.01
1900,PA,UNION,LEWISBURG,EVANGELICAL COMMUNITY HOSPITAL,"ONE HOSPITAL DRIVE
LEWISBURG, PA
",4,611,40,377,45565,827.39,595.66,0.01
1901,PA,LEBANON,LEBANON,GOOD SAMARITAN HOSPITAL,"FOURTH AND WALNUT STREETS
LEBANON, PA
",3,1424,30,1486,138863,1070.12,732.62,0.05
1902,PA,CLARION,CLARION,CLARION HOSPITAL,"ONE HOSPITAL DRIVE
CLARION, PA
",3,251,32,427,38513,1108.72,806.99,0.02
1903,PA,WARREN,WARREN,WARREN GENERAL HOSPITAL,"TWO CRESCENT PARK WEST
WARREN, PA
",3,497,28,478,40025,1194.25,738.45,0.02
1904,PA,GREENE,WAYNESBURG,WASHINGTON HEALTH SYSTEM GREENE,"350 BONAR AVENUE
WAYNESBURG, PA
(39.900605, -80.173929)",3,200,27,451,37197,1212.46,925.53,0.02
1905,PA,ARMSTRONG,KITTANNING,ACMH HOSPITAL,"ONE NOLTE DRIVE
KITTANNING, PA
",3,592,32,912,66486,1371.72,891.89,0.03
1906,PA,BUTLER,BUTLER,BUTLER MEMORIAL HOSPITAL,"ONE HOSPITAL WAY
BUTLER, PA
",3,1026,24,1976,186847,1057.55,756.08,0.07
1907,RI,NEWPORT,NEWPORT,NEWPORT HOSPITAL,"FRIENDSHIP STREET
NEWPORT, RI
",4,548,30,816,82784,985.7,661.97,0.03
1908,RI,KENT,WARWICK,KENT COUNTY MEMORIAL HOSPITAL,"455 TOLL GATE RD
WARWICK, RI
(41.704478, -71.477902)",3,1344,29,1673,164614,1016.32,700.31,0.06
1909,SC,PICKENS,EASLEY,BAPTIST EASLEY HOSPITAL,"PO BOX 2129
EASLEY, SC
",4,367,17,1183,122863,962.86,852.83,0.04
1910,TN,HARDIN,SAVANNAH,HARDIN MEDICAL CENTER,"935 WAYNE ROAD
SAVANNAH, TN
(35.22713, -88.230362)",4,290,29,383,25679,1491.49,1022.26,0.01
1911,TN,LAWRENCE,LAWRENCEBURG,SOUTHERN TENNESSEE REGIONAL HEALTH SYSTEM LAWRENCE,"HWY 43 S BOX 847
LAWRENCEBURG, TN
",3,415,32,528,43081,1225.6,972.99,0.02
1912,TX,HARRISON,MARSHALL,CHRISTUS GOOD SHEPHERD MEDICAL CENTER MARSHALL,"811 S WASHINGTON
MARSHALL, TX
",3,460,20,692,66534,1040.07,891,0.03
1913,TX,GRAY,PAMPA,PAMPA REGIONAL MEDICAL CENTER,"1 MEDICAL PLAZA
PAMPA, TX
",3,377,29,260,22725,1144.11,964.22,0.01
1914,TX,HUNT,GREENVILLE,HUNT REGIONAL MEDICAL CENTER,"4215 JOE RAMSEY BLVD
GREENVILLE, TX
",3,1038,16,927,92073,1006.81,879.5,0.03
1915,TX,CHILDRESS,CHILDRESS,CHILDRESS REGIONAL MEDICAL CENTER,"HWY 83 NORTH
CHILDRESS, TX
",4,123,25,89,7052,1262.05,1085.68,0.0
1916,TX,POLK,LIVINGSTON,MEMORIAL MEDICAL CENTER LIVINGSTON,"1717 HWY 59 BYPASS
LIVINGSTON, TX
",3,242,18,632,47916,1318.97,1094.28,0.02
1917,TX,DENTON,DENTON,MEDICAL CITY DENTON,"3535 SOUTH I35 EAST
DENTON, TX
(33.176831, -97.094019)",3,1132,20,3627,806180,449.9,622.53,0.13
1918,TX,DENTON,LEWISVILLE,MEDICAL CENTER OF LEWISVILLE,"500 WEST MAIN STREET
LEWISVILLE, TX
(33.046306, -97.004207)",3,990,21,3627,806180,449.9,622.53,0.13
1919,TX,DENTON,CARROLLTON,BAYLOR SCOTT AND WHITE MEDICAL CENTER CARROLLTON,"4343 NORTH JOSEY LANE
CARROLLTON, TX
(33.028966, -96.88395)",3,729,16,3627,806180,449.9,622.53,0.13
1920,TX,DENTON,DENTON,TEXAS HEALTH PRESBYTERIAN HOSPITAL DENTON,"3000 N I-35
DENTON, TX
(33.215899, -97.168409)",3,1051,20,3627,806180,449.9,622.53,0.13
1921,TX,DENTON,TROPHY CLUB,BAYLOR MEDICAL CENTER AT TROPHY CLUB,"2850 E STATE HIGHWAY 114
TROPHY CLUB, TX
(32.987984, -97.175031)",4,244,25,3627,806180,449.9,622.53,0.13
1922,TX,DENTON,DENTON,THE HEART HOSPITAL BAYLOR DENTON,"2801 SOUTH MAYHILL ROAD
DENTON, TX
(33.17697, -97.088199)",5,212,39,3627,806180,449.9,622.53,0.13
1923,TX,DENTON,FLOWER MOUND,TEXAS HEALTH PRESBYTERIAN HOSPITAL FLOWER MOUND,"4400 LONG PRAIRIE ROAD
FLOWER MOUND, TX
(33.045227, -97.069331)",4,1160,23,3627,806180,449.9,622.53,0.13
1924,TX,BURNET,BURNET,SETON HIGHLAND LAKES,"HIGHWAY 281 SOUTH
BURNET, TX
",4,185,35,489,46243,1057.46,708.67,0.02
1925,TX,BURNET,MARBLE FALLS,BAYLOR SCOTT & WHITE MEDICAL CENTER - MARBLE FALLS,"810 W HIGHWAY 71
MARBLE FALLS, TX
(30.512282, -98.307976)",4,518,25,489,46243,1057.46,708.67,0.02
1926,UT,TOOELE,TOOELE,MOUNTAIN WEST MEDICAL CENTER,"2055 NORTH MAIN STREET
TOOELE, UT
",3,284,22,350,64833,539.85,741.92,0.01
1927,UT,SALT LAKE,MURRAY,THE ORTHOPEDIC SPECIALTY HOSPITAL,"5848 SOUTH 300 EAST
MURRAY, UT
",4,808,39,6774,1121354,604.09,736.93,0.25
1928,UT,SALT LAKE,SALT LAKE CITY,LDS HOSPITAL,"8TH AVENUE AND C STREET
SALT LAKE CITY, UT
(40.778509, -111.880576)",3,1745,27,6774,1121354,604.09,736.93,0.25
1929,UT,SALT LAKE,MURRAY,INTERMOUNTAIN MEDICAL CENTER,"5121 SOUTH COTTONWOOD STREET
MURRAY, UT
(40.658731, -111.894491)",3,5003,26,6774,1121354,604.09,736.93,0.25
1930,UT,SALT LAKE,SANDY,ALTA VIEW HOSPITAL,"9660 SOUTH 1300 EAST
SANDY, UT
(40.57736, -111.853191)",3,755,28,6774,1121354,604.09,736.93,0.25
1931,UT,SALT LAKE,SALT LAKE CITY,UNIVERSITY OF UTAH HOSPITALS AND CLINICS,"50 NORTH MEDICAL DRIVE
SALT LAKE CITY, UT
(40.772984, -111.83672)",4,1769,24,6774,1121354,604.09,736.93,0.25
1932,UT,SALT LAKE,SALT LAKE CITY,SALT LAKE REGIONAL MEDICAL CENTER,"1050 EAST SOUTH TEMPLE
SALT LAKE CITY, UT
(40.769348, -111.861175)",3,659,27,6774,1121354,604.09,736.93,0.25
1933,UT,SALT LAKE,SALT LAKE CITY,ST MARK'S HOSPITAL,"1200 EAST 3900 SOUTH
SALT LAKE CITY, UT
(40.687062, -111.857446)",3,1179,21,6774,1121354,604.09,736.93,0.25
